SYSTEM, FRAME, xAxis, yAxis, zAxis
Complex, 89,-10.503862736014035,-1.958327534281283,-8
Complex, 90,-10.545709751988584,-2.565868701496884,-7
Complex, 91,-10.468191130889853,-1.9420215248333015,-11
Complex, 92,-9.698864340482451,-1.3922914394697858,-9
Complex, 93,-8.51391687652584,-0.40113357269996186,-10
Complex, 94,-9.152906816682526,-0.6831192052125168,-7
Complex, 95,-9.328877928196905,-1.8650431513663812,-14
Complex, 96,-10.380557112478105,-1.3092570225879334,-15
Complex, 97,-10.966642921795568,-0.8719992564411068,-17
Complex, 98,-8.872664121711555,-2.1710182731688668,-16
Complex, 99,-8.663976666912093,-2.8335697639473314,-15
Complex, 100,-12.623005059113405,-1.842993113839629,-17
Complex, 101,-10.820182325070737,-2.8498120430684106,-19
Complex, 102,-9.927167330831896,-2.339572405564142,-15
Complex, 103,-9.529446833348908,-3.6626613399446772,-12
Complex, 104,-11.676471314959752,-2.2125769386669014,-9
Complex, 105,-10.715176368812001,-4.061055183044673,-13
Complex, 106,-10.638751657242597,-5.290585807557541,-16
Complex, 107,-10.265646632896694,-7.12315595595042,-15
Complex, 108,-9.777913978794325,-6.942336770246306,-12
Complex, 109,-9.347435028754546,-5.895147802553338,-19
Complex, 110,-9.50346332735073,-5.1337783489044675,-18
Complex, 111,-8.92961661354439,-5.710049284150641,-18
Complex, 112,-9.314300429981767,-7.087219156224761,-20
Complex, 113,-8.32336552140018,-8.158831051378959,-21
Complex, 114,-6.306677567609688,-7.885544327768624,-19
Complex, 115,-6.838112395056554,-8.734459576734906,-20
Complex, 116,-8.224994348129986,-9.086493347330578,-20
Complex, 117,-7.6916025700490005,-9.973592878525746,-22
Complex, 118,-8.885601738164935,-8.705978908085866,-19
Complex, 119,-9.521833287036223,-8.430690706223766,-21
Complex, 120,-10.529658569309904,-6.393296454042837,-22
Complex, 121,-8.786326543779566,-5.528362833799181,-19
Complex, 122,-10.377305909806052,-4.249617320135175,-19
Complex, 123,-12.139991597200437,-4.798723115323453,-20
Complex, 124,-14.507876284239186,-6.527546539100667,-19
Complex, 125,-15.53157243586975,-6.563065768150569,-21
Complex, 126,-15.178536308762508,-6.93573210070386,-24
Complex, 127,-15.182336965129327,-7.333207922312358,-26
Complex, 128,-14.515528422645561,-6.983243391301758,-26
Complex, 129,-15.04574586942224,-6.848353393778003,-25
Complex, 130,-17.41237989217878,-8.15585359937833,-24
Complex, 131,-16.10497175802516,-8.198699686355736,-26
Complex, 132,-13.98495508880006,-6.689204503279789,-25
Complex, 133,-13.509452674048754,-6.0465391728982745,-25
Complex, 134,-12.168237112179844,-8.343806815974283,-26
Complex, 135,-13.259619897234225,-8.019502236750927,-24
Complex, 136,-12.941041144893036,-10.56548996273555,-23
Complex, 137,-12.660650700015495,-10.327149220614247,-24
Complex, 138,-14.579068788128664,-9.926537318017607,-27
Complex, 139,-15.578493031334832,-10.759030238320557,-28
Complex, 140,-16.04863707085158,-10.750743798607415,-24
Complex, 141,-15.812562452793035,-11.12072259049828,-25
Complex, 142,-16.737559733112548,-12.460524199079591,-25
Complex, 143,-20.094645413826463,-11.277448372322624,-21
Complex, 144,-19.70858889850142,-13.75033218086159,-25
Complex, 145,-21.739727483389956,-10.740197664072271,-25
Complex, 146,-21.026991915813465,-12.944031890982174,-27
Complex, 147,-21.824064767071118,-12.346158834718699,-26
Complex, 148,-20.54357992298463,-12.920087555698437,-27
Complex, 149,-20.403674155844673,-13.799649187656057,-28
Complex, 150,-20.23579327891336,-13.258397162701772,-31
Complex, 151,-22.353277225188307,-13.709977141666432,-28
Complex, 152,-21.229425620231645,-14.358810243962688,-26
Complex, 153,-22.725632938573437,-14.386030314529068,-26
Complex, 154,-24.89942769520616,-16.76749345620927,-23
Complex, 155,-24.30729078664139,-15.60371989579121,-24
Complex, 156,-23.770197799643793,-16.212807084913184,-27
Complex, 157,-25.390038966196958,-15.925291569069554,-24
Complex, 158,-23.695554759825146,-17.298819949302334,-29
Complex, 159,-23.413173157291343,-16.411238638369852,-28
Complex, 160,-24.65304986562756,-15.25165165502786,-26
Complex, 161,-27.3087287276323,-16.299649739899287,-26
Complex, 162,-27.820704742959133,-13.68967044791335,-25
Complex, 163,-29.003661631212065,-15.668080822669095,-25
Complex, 164,-29.276154485641175,-17.417299424759122,-27
Complex, 165,-30.35717831335746,-18.59474751203911,-24
Complex, 166,-31.1064055349015,-17.6653734060003,-23
Complex, 167,-29.762227259126423,-16.720037404266716,-24
Complex, 168,-31.611021680844335,-16.355185281726886,-23
Complex, 169,-30.407913858626024,-16.519329517216057,-22
Complex, 170,-31.123388578091127,-15.324103603221149,-19
Complex, 171,-29.457009903931716,-16.442566669319103,-20
Complex, 172,-28.2944203434802,-16.93712967519983,-24
Complex, 173,-30.11665239816523,-17.23230505058644,-22
Complex, 174,-30.200850074691918,-17.832171974968123,-22
Complex, 175,-27.533587841482646,-19.999007309806974,-24
Complex, 176,-31.971170835069586,-21.841463047793475,-23
Complex, 177,-31.00788399032725,-20.036155526991717,-25
Complex, 178,-32.567761707873764,-19.601847717946136,-22
Complex, 179,-30.345290738039292,-17.61346102093619,-24
Complex, 180,-30.92645764513423,-17.282529300075712,-22
Complex, 181,-33.090136589929436,-17.56084598958309,-22
Complex, 182,-30.704027423133233,-18.683530093472026,-22
Complex, 183,-30.997682205758505,-18.16225580327784,-23
Complex, 184,-29.96528426946894,-20.576421539575655,-21
Complex, 185,-28.693446111766487,-21.263427609859008,-22
Complex, 186,-29.8558714444595,-21.177906928611886,-22
Complex, 187,-28.82973468172666,-21.117614733584137,-24
Complex, 188,-28.76535041004929,-20.987346143420286,-23
Complex, 189,-29.807018383158987,-18.024973277824625,-22
Complex, 190,-32.55790349866715,-18.260616780433626,-20
Complex, 191,-31.427729684317992,-17.935448807043688,-21
Complex, 192,-33.39583454972091,-19.252114042524088,-19
Complex, 193,-33.73637223282473,-17.19395417799096,-20
Complex, 194,-36.436597517154254,-15.880323967694684,-13
Complex, 195,-35.87483597386232,-15.495697632684683,-15
Complex, 196,-36.26396733848345,-16.632868316133415,-12
Complex, 197,-36.4340182847984,-17.51019998031356,-12
Complex, 198,-36.19200946023389,-17.198002568388628,-10
Complex, 199,-36.92912805120323,-18.1337637801565,-11
Complex, 200,-35.963865663114376,-17.88749575564021,-13
Complex, 201,-35.751499581179964,-18.49655826856784,-11
Complex, 202,-36.236927848628596,-18.451910330351318,-8
Complex, 203,-34.83009812250175,-16.016682400308216,-7
Complex, 204,-32.6361576458599,-18.262179053602726,-8
Complex, 205,-31.398691624436893,-18.66586041743568,-8
Complex, 206,-31.774722658129644,-18.224191084156452,-10
Complex, 207,-33.52773010370844,-19.2360767483644,-10
Complex, 208,-33.65472428354154,-17.11063142372614,-10
Complex, 209,-34.82888601947097,-17.18312221441279,-9
Complex, 210,-35.128680020614226,-17.52087174672688,-8
Complex, 211,-35.109351161198184,-16.24612733851506,-9
Complex, 212,-36.24950172725956,-13.981426026025822,-10
Complex, 213,-35.44287466260626,-12.49769281784847,-6
Complex, 214,-35.81890358367929,-12.400650654641945,-6
Complex, 215,-34.113357699709894,-11.435389769646413,-9
Complex, 216,-33.016035525260925,-10.794634598533355,-6
Complex, 217,-34.79146090204997,-10.462596751473365,-8
Complex, 218,-32.66152098151319,-9.75051403751054,-6
Complex, 219,-35.24002982991203,-8.752858945025071,-8
Complex, 220,-35.32125902927935,-11.74189567688718,-6
Complex, 221,-35.27275038052509,-9.664754698240225,-6
Complex, 222,-34.88062635308167,-9.43773361878198,-9
Complex, 223,-37.61047019523945,-11.248021846843228,-11
Complex, 224,-36.88846355137673,-11.123725078603847,-11
Complex, 225,-38.0098394914714,-12.55257907303084,-12
Complex, 226,-36.81404308626992,-14.119239298353573,-12
Complex, 227,-36.79010500922845,-12.346561548925713,-15
Complex, 228,-36.741696257850585,-11.814765346672976,-15
Complex, 229,-36.47419330827096,-11.117456115174846,-13
Complex, 230,-36.555356540726876,-11.443158940621736,-12
Complex, 231,-35.312115798250666,-11.668775232735586,-10
Complex, 232,-33.81281196618806,-10.910340516123567,-9
Complex, 233,-31.445959842842534,-11.401628570490585,-11
Complex, 234,-31.982167647677063,-9.812751408139862,-11
Complex, 235,-31.09875626317502,-11.28139477561319,-10
Complex, 236,-28.4953285847692,-8.60539171270931,-11
Complex, 237,-27.20625115993073,-7.781916874090915,-9
Complex, 238,-28.86814065412129,-9.787833708777173,-9
Complex, 239,-26.285264658952116,-7.007695021737193,-6
Complex, 240,-27.35459213759158,-9.501274254708466,-6
Complex, 241,-27.14885450809339,-10.493170936323594,-8
Complex, 242,-28.900268916771356,-10.710967379016944,-10
Complex, 243,-31.081965269062756,-11.343582059068956,-7
Complex, 244,-30.510256591122797,-11.487707728668347,-4
Complex, 245,-30.70977319894272,-11.555478391283934,-4
Complex, 246,-31.839223715532135,-11.871896159979158,-4
Complex, 247,-31.553614861656076,-11.914447508524386,-6
Complex, 248,-28.89493429436761,-13.499140446664736,-5
Complex, 249,-29.74207410572293,-17.13645718192935,-4
Complex, 250,-28.912346238612614,-17.262587174789438,-4
Complex, 251,-29.063681428065472,-17.72849805281477,-4
Complex, 252,-29.6879486021016,-16.45234652647136,-4
Complex, 253,-28.702782497676406,-14.160394221416928,-4
Complex, 254,-28.822430799890416,-15.530580443955428,0
Complex, 255,-27.91515603857349,-17.010891809017078,-2
Complex, 256,-27.393074419842474,-17.52453164064933,-3
Complex, 257,-28.04592808430202,-17.44079282194987,-3
Complex, 258,-25.849511636356176,-18.02136176335849,-4
Complex, 259,-24.7888462416397,-16.91472378493387,-2
Complex, 260,-25.921758612835927,-16.874629449435506,-6
Complex, 261,-26.16233157308819,-16.02136231948741,-6
Complex, 262,-26.347274453961138,-15.450829737528535,-8
Complex, 263,-27.77433665276303,-14.481630316531588,-10
Complex, 264,-25.674747446069368,-13.62333236799544,-14
Complex, 265,-24.967494622606882,-16.61119537012546,-17
Complex, 266,-23.856283443755256,-16.631586850245665,-17
Complex, 267,-25.178326683196076,-17.873464937268484,-19
Complex, 268,-25.450946564143454,-16.809586369144768,-19
Complex, 269,-28.602717099122163,-16.605951988738422,-17
Complex, 270,-29.43480538834275,-16.888218757413043,-22
Complex, 271,-28.502647290247214,-18.684405883724516,-18
Complex, 272,-28.445362388557093,-18.53264860403634,-19
Complex, 273,-28.630655437349475,-19.095626050774086,-20
Complex, 274,-28.71245753497788,-19.207729603153055,-21
Complex, 275,-29.75281172812063,-19.097273387889338,-22
Complex, 276,-28.561232817799905,-19.985215999194597,-25
Complex, 277,-27.789026267307396,-18.963380712671366,-27
Complex, 278,-28.228334111202397,-19.18332760162061,-26
Complex, 279,-29.319824397139044,-20.55822180429429,-26
Complex, 280,-30.13625715531592,-23.38629968008891,-27
Complex, 281,-30.615422412010926,-23.416847556776332,-30
Complex, 282,-31.467470472329822,-25.63671586773584,-27
Complex, 283,-32.209863380973395,-24.698368710099793,-27
Complex, 284,-34.39332347932503,-26.733604584338856,-21
Complex, 285,-35.05405417171264,-27.021542004494286,-24
Complex, 286,-35.28858625283948,-27.984128548676367,-24
Complex, 287,-35.78589763218198,-27.0258548644161,-26
Complex, 288,-36.50637874010777,-27.02941140096284,-27
Complex, 289,-36.398867148773064,-26.860678766344027,-28
Complex, 290,-35.397495316311286,-28.712562010706353,-30
Complex, 291,-35.344079649275606,-28.343995120572405,-27
Complex, 292,-34.52069599034753,-26.693161235105684,-28
Complex, 293,-33.93256126720417,-28.686357953914086,-29
Complex, 294,-35.50376731806043,-28.72696645621677,-24
Complex, 295,-36.78450634788227,-29.279210750794388,-26
Complex, 296,-35.05004958237458,-29.278282480318502,-29
Complex, 297,-32.45352499200872,-28.472385299927154,-31
Complex, 298,-32.752270654071914,-28.124485640706943,-34
Complex, 299,-31.058846285240023,-28.18627868452134,-37
Complex, 300,-31.9697167455674,-29.685583093754364,-39
Complex, 301,-30.861425889929823,-28.66154281588291,-38
Complex, 302,-28.57100283089101,-29.542553477717394,-36
Complex, 303,-27.356878263906523,-29.325454116151665,-37
Complex, 304,-29.594277680538795,-30.0823923754809,-38
Complex, 305,-29.297924902412532,-29.05003286083485,-43
Complex, 306,-29.79657013896655,-27.710697133323706,-45
Complex, 307,-30.13629143824612,-25.982248412884143,-49
Complex, 308,-30.264433987022542,-25.64603079564842,-49
Complex, 309,-30.687632732070966,-27.52716809343859,-49
Complex, 310,-31.00811025809435,-28.11187080383055,-47
Complex, 311,-32.11013113446489,-28.430307672208098,-45
Complex, 312,-30.715556834940845,-28.86415969258775,-45
Complex, 313,-31.197725651058732,-29.240025273981107,-42
Complex, 314,-30.20682844094746,-29.238827741033457,-44
Complex, 315,-29.388986593492994,-28.256606944674935,-42
Complex, 316,-30.41499271293215,-25.801177373855452,-43
Complex, 317,-30.96578918587991,-27.447385216379338,-45
Complex, 318,-31.907816943057465,-27.039381450550046,-42
Complex, 319,-30.97302467889131,-25.642966504153513,-41
Complex, 320,-29.960361336867248,-25.582217464585842,-40
Complex, 321,-30.502844444787033,-27.659046273184796,-42
Complex, 322,-29.594498666268656,-27.49366768830393,-41
Complex, 323,-31.054445428260305,-26.9338450166605,-40
Complex, 324,-31.761542213201437,-27.317640725172026,-41
Complex, 325,-31.780698173715063,-28.87781691284158,-39
Complex, 326,-31.316720463478337,-29.622163535570277,-36
Complex, 327,-29.775916523190272,-30.29371941688858,-37
Complex, 328,-28.391625759487226,-31.958536343423837,-33
Complex, 329,-26.54087264560369,-30.73945189236192,-35
Complex, 330,-26.67216645909356,-28.920928974376842,-31
Complex, 331,-27.164120858038764,-28.226319099050105,-26
Complex, 332,-26.154480068673173,-25.449011693762845,-28
Complex, 333,-25.250379634158218,-25.82884103018543,-28
Complex, 334,-24.25093204667383,-23.09097642724161,-27
Complex, 335,-23.735410794646715,-23.194423063433263,-31
Complex, 336,-20.925667594465608,-21.310985056402075,-30
Complex, 337,-21.479462510050606,-22.738062405387506,-33
Complex, 338,-20.603531088233936,-21.36917844138496,-32
Complex, 339,-20.814496222071696,-20.720379005958566,-30
Complex, 340,-21.897650295244613,-18.68137545376244,-31
Complex, 341,-22.429441676206984,-20.103794930705103,-28
Complex, 342,-24.01315470254036,-19.48627039159955,-30
Complex, 343,-25.818133657984834,-19.072794021816314,-28
Complex, 344,-26.247030195561347,-17.538567582575403,-30
Complex, 345,-25.11465583579216,-17.111218362008753,-34
Complex, 346,-23.232917186910328,-18.660631692610004,-35
Complex, 347,-22.095075588958654,-18.898482375707932,-38
Complex, 348,-21.158746630036124,-16.797809764837094,-46
Complex, 349,-21.85515846755984,-15.122194364028676,-46
Complex, 350,-20.397483638847806,-16.03798916292703,-50
Complex, 351,-18.861112704078355,-14.507353719767801,-46
Complex, 352,-18.226421497119425,-16.050455645724938,-51
Complex, 353,-18.60631084592028,-16.713541729831444,-50
Complex, 354,-14.47291464583986,-16.418962346085817,-49
Complex, 355,-13.780149011981148,-16.513179996829074,-52
Complex, 356,-12.069293418781353,-15.530856102535418,-55
Complex, 357,-9.07794918085704,-15.768643644045746,-63
Complex, 358,-10.027117127876426,-16.285211289807926,-60
Complex, 359,-9.994040476001679,-15.603187588635064,-63
Complex, 360,-9.855533601627595,-17.67941490641011,-62
Complex, 361,-10.496722488752113,-18.757495708146326,-61
Complex, 362,-11.305194080799904,-16.64505154426156,-63
Complex, 363,-12.0542237257625,-15.278171593636673,-62
Complex, 364,-10.535748325844086,-15.006846360722491,-64
Complex, 365,-11.402169521139445,-14.70624492834927,-64
Complex, 366,-11.024855471430998,-14.163275522187169,-62
Complex, 367,-11.473615825596916,-16.141855525334897,-62
Complex, 368,-11.403654658323108,-12.914201981345784,-64
Complex, 369,-12.673587973597243,-12.89981161186127,-64
Complex, 370,-11.791982256837318,-11.005703211707027,-65
Complex, 371,-11.691932247423207,-12.406053888228898,-62
Complex, 372,-14.596883132190367,-11.89428904658584,-62
Complex, 373,-15.711889439322727,-11.349849959997735,-62
Complex, 374,-15.49678897230742,-11.680365925238448,-60
Complex, 375,-15.563271843183974,-11.650256223068265,-61
Complex, 376,-15.954880280874066,-11.579417620654226,-63
Complex, 377,-13.398967527725837,-12.508151083545814,-63
Complex, 378,-12.651437881621575,-15.160605357359032,-55
Complex, 379,-12.548679686423105,-16.29306217139522,-57
Complex, 380,-13.516784273973855,-15.36338735283111,-57
Complex, 381,-10.94780642943844,-13.146942438806072,-59
Complex, 382,-13.804211143679604,-12.534782754324056,-60
Complex, 383,-13.939678169567808,-11.882328701162303,-63
Complex, 384,-13.454327670662135,-10.5924043545095,-62
Complex, 385,-15.882716202160482,-13.219813546938829,-61
Complex, 386,-12.913138062340765,-15.57586296449053,-62
Complex, 387,-14.748799534580225,-17.29934513354638,-62
Complex, 388,-14.997472351991908,-16.794828194779587,-61
Complex, 389,-15.830784400982841,-16.740481522604853,-60
Complex, 390,-15.391358030328584,-16.757969083842973,-56
Complex, 391,-15.953506616867015,-16.779974706667407,-53
Complex, 392,-15.002572447146266,-16.98936438472176,-57
Complex, 393,-17.16675119639572,-16.627007018427573,-58
Complex, 394,-16.33765038169088,-15.91074020458056,-60
Complex, 395,-17.34039448898474,-16.932911496631505,-57
Complex, 396,-17.89973641755414,-15.69939656164772,-57
Complex, 397,-15.567315426258618,-15.605100416856803,-57
Complex, 398,-17.900027148190688,-17.34201058358429,-53
Complex, 399,-16.448585078364605,-17.102610610918727,-55
Complex, 400,-16.240410280510858,-18.305616271211182,-53
Complex, 401,-16.504603399192387,-19.506503823132377,-49
Complex, 402,-17.170276890476682,-18.671805374746146,-47
Complex, 403,-16.884433266279895,-17.947912472644866,-44
Complex, 404,-16.104356362622074,-18.174981337904363,-46
Complex, 405,-16.777545585532792,-16.960235269997906,-46
Complex, 406,-16.819275019143568,-14.491289875066759,-50
Complex, 407,-16.651433937630504,-16.634162207903096,-51
Complex, 408,-16.352490149795027,-16.826757862234775,-49
Complex, 409,-16.41017714039612,-16.112802541242996,-51
Complex, 410,-15.558797812925922,-14.650214824549233,-53
Complex, 411,-14.708496133727209,-14.475321512800242,-52
Complex, 412,-14.422417825382107,-15.853374436462978,-49
Complex, 413,-16.576296601500424,-14.382604005234882,-50
Complex, 414,-17.457547218756314,-11.76418573927197,-55
Complex, 415,-15.977288619444078,-11.810717486865041,-60
Complex, 416,-17.329848544098997,-14.489601896944357,-59
Complex, 417,-17.28207295827739,-15.386618178365541,-58
Complex, 418,-16.420892025017196,-15.011681744315679,-54
Complex, 419,-17.20424426514154,-14.221531907987567,-50
Complex, 420,-18.692852856701787,-13.755868590058922,-50
Complex, 421,-18.79185546731543,-12.381754579411433,-49
Complex, 422,-16.911752307343985,-12.387980113790086,-48
Complex, 423,-16.404177103534284,-12.808173069291506,-46
Complex, 424,-16.28236458894136,-13.446895412518558,-41
Complex, 425,-15.30562672646383,-12.491768419426144,-45
Complex, 426,-12.784963077254021,-10.497687766043457,-49
Complex, 427,-11.048348816645689,-9.219949398545358,-50
Complex, 428,-12.748609471230889,-8.371815086153932,-51
Complex, 429,-12.019492710070045,-10.568184801736834,-46
Complex, 430,-14.253464933007978,-8.648009401762891,-46
Complex, 431,-15.997801060371438,-9.29591827742262,-47
Complex, 432,-16.46487655037017,-8.240905031182107,-52
Complex, 433,-16.929877010393355,-7.588253922498067,-52
Complex, 434,-18.432341643364136,-6.351004884719382,-52
Complex, 435,-18.653262210257612,-5.140868234140725,-58
Complex, 436,-16.80921624857914,-5.281777398123984,-63
Complex, 437,-16.670218676986632,-5.561107002740043,-66
Complex, 438,-15.591031568391847,-3.5102730353118003,-69
Complex, 439,-14.975607011521117,-4.164764173647241,-68
Complex, 440,-14.899373193237027,-4.547666021547666,-68
Complex, 441,-14.55669857167198,-4.13684441569444,-69
Complex, 442,-15.77387115047242,-5.702075021555278,-67
Complex, 443,-14.543967357386059,-2.7755303092098567,-71
Complex, 444,-15.917290477516907,-1.1164947746757383,-76
Complex, 445,-15.115654388036043,-0.33385780247577224,-76
Complex, 446,-14.165928731091407,0.6173246736632612,-77
Complex, 447,-14.253302408801446,-0.7325173134870391,-78
Complex, 448,-14.839882061393329,0.836845243482287,-81
Complex, 449,-15.422301706548593,0.19682510523295854,-84
Complex, 450,-14.213009494260746,-2.878912616277927,-80
Complex, 451,-15.418366936136021,-1.7718429386277483,-81
Complex, 452,-14.962005941745518,-1.6314118131215651,-83
Complex, 453,-14.588884380372663,0.3122991099492846,-82
Complex, 454,-14.52313784072694,-0.8267378148313956,-77
Complex, 455,-14.510954503211474,-0.5082073203521381,-74
Complex, 456,-15.337748003247492,-3.464045130579329,-69
Complex, 457,-13.768976721088425,-4.19858430775902,-71
Complex, 458,-13.405986560992845,-3.699279337116321,-75
Complex, 459,-14.25319855931309,-3.1709738586710583,-74
Complex, 460,-13.390188831437655,-2.281147747600982,-77
Complex, 461,-14.441358566823608,-1.522123762221598,-81
Complex, 462,-14.730925854665077,-2.588795483413584,-81
Complex, 463,-14.315909158815435,-2.4552878731619403,-84
Complex, 464,-16.530653666026744,-2.2909018985416485,-85
Complex, 465,-15.356775895410465,-2.271311922773284,-82
Complex, 466,-13.598848010032004,-3.329749769474353,-85
Complex, 467,-12.95925117159951,-3.462098723301152,-87
Complex, 468,-14.990645621599809,-2.7507272341130133,-89
Complex, 469,-14.530730144884691,-2.759334647258364,-90
Complex, 470,-15.114735405684618,-1.4926836694696597,-92
Complex, 471,-14.14452592045921,-3.3179641547807095,-90
Complex, 472,-13.006946481057401,-4.089729979378563,-88
Complex, 473,-13.77661690537042,-2.9977350749160556,-89
Complex, 474,-14.679335786085737,-2.8945749011787716,-87
Complex, 475,-15.175177986563494,-2.9039344456634955,-88
Complex, 476,-15.069567758282624,-1.7417492006872028,-91
Complex, 477,-15.954731880375622,-1.0170536475960712,-91
Complex, 478,-16.017653241397444,-0.8481904090599174,-91
Complex, 479,-14.51404966028746,-1.3960791242376476,-92
Complex, 480,-15.178275124146142,-0.017639372241189305,-93
Complex, 481,-15.49136468944626,2.3940781436584624,-98
Complex, 482,-15.136701522876685,5.251373967850519,-100
Complex, 483,-16.2160417203282,6.864560053137677,-102
Complex, 484,-13.924469915378216,5.806167928767422,-102
Complex, 485,-15.118144246513909,7.395973215057195,-105
Complex, 486,-14.199132497986943,7.034833976243289,-104
Complex, 487,-12.040673389625114,5.4826961290805665,-102
Complex, 488,-12.402665026605204,4.491407118586022,-99
Complex, 489,-14.393811180655005,3.853586833817632,-99
Complex, 490,-14.151952419485319,4.4295781905150164,-101
Complex, 491,-15.000171341375237,5.537902241778866,-105
Complex, 492,-13.441898108556009,3.34047125349825,-95
Complex, 493,-15.58331335030415,4.505962289779833,-100
Complex, 494,-17.445849936264796,5.290741786936902,-100
Complex, 495,-16.709973497514586,5.715552186988961,-102
Complex, 496,-16.416360253618045,5.800033114595466,-103
